ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,PRODUCTCODE,COUNTRY,DEALSIZE
10185,43,183.4,12,7886.2,14-11-2018,Classic Cars,173,S12_3891,USA,Large
10196,38,190.32,4,7232.16,26-11-2018,Classic Cars,173,S12_3891,USA,Large
10208,20,155.72,12,3114.4,02-01-2019,Classic Cars,173,S12_3891,France,Medium
10220,27,186.86,1,5045.22,12-02-2019,Classic Cars,173,S12_3891,Ireland,Medium
10231,49,141.88,1,6952.12,19-03-2019,Classic Cars,173,S12_3891,Spain,Medium
10247,27,153.99,1,4157.73,05-05-2019,Classic Cars,173,S12_3891,Finland,Medium
10272,39,204.16,1,7962.24,20-07-2019,Classic Cars,173,S12_3891,USA,Large
10282,24,157.45,4,3778.8,20-08-2019,Classic Cars,173,S12_3891,USA,Medium
10293,45,183.4,7,8253,09-09-2019,Classic Cars,173,S12_3891,Italy,Large
10306,20,181.67,12,3633.4,14-10-2019,Classic Cars,173,S12_3891,UK,Medium
10314,36,192.05,4,6913.8,22-10-2019,Classic Cars,173,S12_3891,Denmark,Medium
10325,24,107.65,1,2583.6,05-11-2019,Classic Cars,173,S12_3891,Norway,Small
10336,49,63.38,1,3105.62,20-11-2019,Classic Cars,173,S12_3891,France,Medium
10349,26,169.56,10,4408.56,01-12-2019,Classic Cars,173,S12_3891,USA,Medium
10359,49,62.09,5,3042.41,15-12-2019,Classic Cars,173,S12_3891,France,Medium
10372,34,174.75,1,5941.5,26-01-2020,Classic Cars,173,S12_3891,Japan,Medium
10382,34,95.35,12,3241.9,17-02-2020,Classic Cars,173,S12_3891,USA,Medium
10396,33,185.13,3,6109.29,23-03-2020,Classic Cars,173,S12_3891,USA,Medium
10413,22,153.99,1,3387.78,05-05-2020,Classic Cars,173,S12_3891,USA,Medium
10108,39,89.38,7,3485.82,03-03-2018,Classic Cars,79,S12_3990,Philippines,Medium
10122,32,63.84,11,2042.88,08-05-2018,Classic Cars,79,S12_3990,France,Small
10135,24,75.01,8,1800.24,02-07-2018,Classic Cars,79,S12_3990,USA,Small
10147,21,63.84,8,1340.64,05-09-2018,Classic Cars,79,S12_3990,USA,Small
10169,36,63.84,3,2298.24,04-11-2018,Classic Cars,79,S12_3990,Australia,Small
10181,20,81.4,15,1628,12-11-2018,Classic Cars,79,S12_3990,Norway,Small
10191,30,64.64,4,1939.2,20-11-2018,Classic Cars,79,S12_3990,Germany,Small
10203,44,82.99,9,3651.56,02-12-2018,Classic Cars,79,S12_3990,Spain,Medium
10211,28,92.57,3,2591.96,15-01-2019,Classic Cars,79,S12_3990,France,Small
10225,37,77.41,10,2864.17,22-02-2019,Classic Cars,79,S12_3990,Switzerland,Small
10238,20,74.21,4,1484.2,09-04-2019,Classic Cars,79,S12_3990,Denmark,Small
10253,25,90.17,14,2254.25,01-06-2019,Classic Cars,79,S12_3990,UK,Small
10266,35,76.61,15,2681.35,06-07-2019,Classic Cars,79,S12_3990,Italy,Small
10276,38,83.79,4,3184.02,02-08-2019,Classic Cars,79,S12_3990,USA,Medium
10287,41,69.43,13,2846.63,30-08-2019,Classic Cars,79,S12_3990,Switzerland,Small
10300,22,76.61,6,1685.42,04-10-2018,Classic Cars,79,S12_3990,Germany,Small
10310,49,81.4,11,3988.6,16-10-2019,Classic Cars,79,S12_3990,Germany,Medium
10320,38,73.42,4,2789.96,03-11-2019,Classic Cars,79,S12_3990,Sweden,Small
10329,33,109.32,14,3607.56,15-11-2019,Classic Cars,79,S12_3990,USA,Medium
10341,36,93.56,10,3368.16,24-11-2019,Classic Cars,79,S12_3990,Austria,Medium
10363,34,81.62,5,2775.08,06-01-2020,Classic Cars,79,S12_3990,Finland,Small
10377,24,67.83,5,1627.92,09-02-2020,Classic Cars,79,S12_3990,Finland,Small
10389,36,70.26,7,2529.36,03-03-2020,Classic Cars,79,S12_3990,Sweden,Small
10419,34,90.17,14,3065.78,17-05-2020,Classic Cars,79,S12_3990,Austria,Medium
10104,41,112.58,9,4615.78,31-01-2018,Trucks and Buses,118,S12_4473,Spain,Medium
10115,46,124.43,5,5723.78,04-04-2018,Trucks and Buses,118,S12_4473,USA,Medium
10127,24,106.65,11,2559.6,03-06-2018,Trucks and Buses,118,S12_4473,USA,Small
10141,21,101.91,5,2140.11,01-08-2018,Trucks and Buses,118,S12_4473,Finland,Small
10151,24,138.65,3,3327.6,21-09-2018,Trucks and Buses,118,S12_4473,Finland,Medium
10165,48,142.2,12,6825.6,22-10-2018,Trucks and Buses,118,S12_4473,Singapore,Medium
10175,26,136.28,1,3543.28,06-11-2018,Trucks and Buses,118,S12_4473,UK,Medium
10184,37,122.06,6,4516.22,14-11-2018,Trucks and Buses,118,S12_4473,Spain,Medium
10195,49,131.54,6,6445.46,25-11-2018,Trucks and Buses,118,S12_4473,USA,Medium
10207,34,99.54,7,3384.36,09-12-2018,Trucks and Buses,118,S12_4473,USA,Medium
10219,48,101.91,2,4891.68,10-02-2019,Trucks and Buses,118,S12_4473,USA,Medium
10229,36,125.61,1,4521.96,11-03-2019,Trucks and Buses,118,S12_4473,USA,Medium
10246,46,110.21,5,5069.66,05-05-2019,Trucks and Buses,118,S12_4473,Spain,Medium
10259,46,142.2,4,6541.2,15-06-2019,Trucks and Buses,118,S12_4473,Singapore,Medium
10271,31,97.17,5,3012.27,20-07-2019,Trucks and Buses,118,S12_4473,USA,Medium
10281,41,127.98,1,5247.18,19-08-2019,Trucks and Buses,118,S12_4473,USA,Medium
10292,21,105.47,8,2214.87,08-09-2019,Trucks and Buses,118,S12_4473,USA,Small
10305,38,125.61,5,4773.18,13-10-2019,Trucks and Buses,118,S12_4473,USA,Medium
10314,45,137.46,14,6185.7,22-10-2019,Trucks and Buses,118,S12_4473,Denmark,Medium
10324,26,58.38,7,1517.88,05-11-2019,Trucks and Buses,118,S12_4473,USA,Small
10336,38,167.7,3,6372.6,20-11-2019,Trucks and Buses,118,S12_4473,France,Medium
10349,48,109.02,9,5232.96,01-12-2019,Trucks and Buses,118,S12_4473,USA,Medium
10358,42,64.16,9,2694.72,10-12-2019,Trucks and Buses,118,S12_4473,Spain,Small
10371,49,35.71,4,1749.79,23-01-2020,Trucks and Buses,118,S12_4473,USA,Small
10382,32,66.58,13,2130.56,17-02-2020,Trucks and Buses,118,S12_4473,USA,Small
10412,54,110.21,5,5951.34,03-05-2020,Trucks and Buses,118,S12_4473,Spain,Medium
10425,33,142.2,4,4692.6,31-05-2020,Trucks and Buses,118,S12_4473,France,Medium
10108,36,103.64,3,3731.04,03-03-2018,Classic Cars,115,S12_4675,Philippines,Medium
10122,20,107.1,7,2142,08-05-2018,Classic Cars,115,S12_4675,France,Small
10135,29,97.89,4,2838.81,02-07-2018,Classic Cars,115,S12_4675,USA,Small
10147,33,97.89,4,3230.37,05-09-2018,Classic Cars,115,S12_4675,USA,Medium
10170,41,107.1,3,4391.1,04-11-2018,Classic Cars,115,S12_4675,Austria,Medium
10181,36,124.37,11,4477.32,12-11-2018,Classic Cars,115,S12_4675,Norway,Medium
10192,27,131.28,16,3544.56,20-11-2018,Classic Cars,115,S12_4675,USA,Medium
10203,47,110.55,5,5195.85,02-12-2018,Classic Cars,115,S12_4675,Spain,Medium
10212,33,126.68,15,4180.44,16-01-2019,Classic Cars,115,S12_4675,Spain,Medium
10225,21,127.83,6,2684.43,22-02-2019,Classic Cars,115,S12_4675,Switzerland,Small
10239,21,93.28,5,1958.88,12-04-2019,Classic Cars,115,S12_4675,Finland,Small
10253,41,119.77,10,4910.57,01-06-2019,Classic Cars,115,S12_4675,UK,Medium
10266,40,111.71,11,4468.4,06-07-2019,Classic Cars,115,S12_4675,Italy,Medium
10277,28,111.71,1,3127.88,04-08-2019,Classic Cars,115,S12_4675,Singapore,Medium
10287,23,116.31,9,2675.13,30-08-2019,Classic Cars,115,S12_4675,Switzerland,Small
10300,23,122.07,2,2807.61,04-10-2018,Classic Cars,115,S12_4675,Germany,Small
10310,25,100.19,7,2504.75,16-10-2019,Classic Cars,115,S12_4675,Germany,Small
10321,24,124.37,15,2984.88,04-11-2019,Classic Cars,115,S12_4675,USA,Small
10329,39,64.74,15,2524.86,15-11-2019,Classic Cars,115,S12_4675,USA,Small
10341,55,75.2,7,4136,24-11-2019,Classic Cars,115,S12_4675,Austria,Medium
10363,46,88.45,6,4068.7,06-01-2020,Classic Cars,115,S12_4675,Finland,Medium
10377,50,103.64,1,5182,09-02-2020,Classic Cars,115,S12_4675,Finland,Medium
10389,47,111.57,8,5243.79,03-03-2020,Classic Cars,115,S12_4675,Sweden,Medium
10405,97,93.28,5,9048.16,14-04-2020,Classic Cars,115,S12_4675,France,Large
10419,32,119.77,10,3832.64,17-05-2020,Classic Cars,115,S12_4675,Austria,Medium
10103,35,112,10,3920,29-01-2018,Trucks and Buses,116,S18_1097,Norway,Medium
10113,49,100.34,4,4916.66,26-03-2018,Trucks and Buses,116,S18_1097,USA,Medium
10126,38,101.5,10,3857,28-05-2018,Trucks and Buses,116,S18_1097,Spain,Medium
10140,32,130.67,10,4181.44,24-07-2018,Trucks and Buses,116,S18_1097,USA,Medium
10150,34,136.5,7,4641,19-09-2018,Trucks and Buses,116,S18_1097,Singapore,Medium
10164,36,99.17,8,3570.12,21-10-2018,Trucks and Buses,116,S18_1097,Austria,Medium
10174,48,93.34,3,4480.32,06-11-2018,Trucks and Buses,116,S18_1097,Australia,Medium
10183,21,96.84,7,2033.64,13-11-2018,Trucks and Buses,116,S18_1097,USA,Small
10194,21,93.34,10,1960.14,25-11-2018,Trucks and Buses,116,S18_1097,France,Small
10206,34,116.67,5,3966.78,05-12-2018,Trucks and Buses,116,S18_1097,Canada,Medium
10215,46,112,2,5152,29-01-2019,Trucks and Buses,116,S18_1097,USA,Medium
10228,32,105,1,3360,10-03-2019,Trucks and Buses,116,S18_1097,USA,Medium
10245,29,119,8,3451,04-05-2019,Trucks and Buses,116,S18_1097,USA,Medium
10258,41,133,5,5453,15-06-2019,Trucks and Buses,116,S18_1097,Japan,Medium
10270,43,96.84,8,4164.12,19-07-2019,Trucks and Buses,116,S18_1097,Australia,Medium
10280,24,116.67,1,2800.08,17-08-2019,Trucks and Buses,116,S18_1097,Italy,Small
10291,41,114.34,10,4687.94,08-09-2019,Trucks and Buses,116,S18_1097,Sweden,Medium
10304,46,98,5,4508,11-10-2019,Trucks and Buses,116,S18_1097,France,Medium
10312,32,130.67,2,4181.44,21-10-2019,Trucks and Buses,116,S18_1097,USA,Medium
10322,22,102.32,10,2251.04,04-11-2019,Trucks and Buses,116,S18_1097,USA,Small
10347,42,49.6,5,2083.2,29-11-2019,Trucks and Buses,116,S18_1097,Australia,Small
10357,39,98,1,3822,10-12-2019,Trucks and Buses,116,S18_1097,USA,Medium
10370,27,144.87,1,3911.49,20-01-2020,Trucks and Buses,116,S18_1097,Australia,Medium
10391,29,85.1,10,2467.9,09-03-2020,Trucks and Buses,116,S18_1097,Australia,Small
10411,27,119,8,3213,01-05-2020,Trucks and Buses,116,S18_1097,Canada,Medium
10424,54,133,5,7182,31-05-2020,Trucks and Buses,116,S18_1097,Spain,Large
10109,26,168.43,4,4379.18,10-03-2018,Classic Cars,141,S18_1129,USA,Medium
10122,34,147.2,2,5004.8,08-05-2018,Classic Cars,141,S18_1129,France,Medium
10136,25,145.79,2,3644.75,04-07-2018,Classic Cars,141,S18_1129,France,Medium
10148,23,117.48,13,2702.04,11-09-2018,Classic Cars,141,S18_1129,Australia,Small
10161,28,134.46,12,3764.88,17-10-2018,Classic Cars,141,S18_1129,Denmark,Medium
10171,35,128.8,2,4508,05-11-2018,Classic Cars,141,S18_1129,Canada,Medium
10181,44,123.14,6,5418.16,12-11-2018,Classic Cars,141,S18_1129,Norway,Medium
10192,22,150.03,11,3300.66,20-11-2018,Classic Cars,141,S18_1129,USA,Medium
10204,42,147.2,17,6182.4,02-12-2018,Classic Cars,141,S18_1129,USA,Medium
10212,29,144.37,10,4186.73,16-01-2019,Classic Cars,141,S18_1129,Spain,Medium
10225,32,141.54,1,4529.28,22-02-2019,Classic Cars,141,S18_1129,Switzerland,Medium
10240,41,137.29,3,5628.89,13-04-2019,Classic Cars,141,S18_1129,Japan,Medium
10253,26,117.48,5,3054.48,01-06-2019,Classic Cars,141,S18_1129,UK,Medium
10266,21,120.31,6,2526.51,06-07-2019,Classic Cars,141,S18_1129,Italy,Small
10278,34,137.29,6,4667.86,06-08-2019,Classic Cars,141,S18_1129,USA,Medium
10287,41,158.52,4,6499.32,30-08-2019,Classic Cars,141,S18_1129,Switzerland,Medium
10301,37,159.94,8,5917.78,05-10-2018,Classic Cars,141,S18_1129,Norway,Medium
10310,37,168.43,2,6231.91,16-10-2019,Classic Cars,141,S18_1129,Germany,Medium
10321,41,141.54,10,5803.14,04-11-2019,Classic Cars,141,S18_1129,USA,Medium
10331,46,139.87,6,6434.02,17-11-2019,Classic Cars,141,S18_1129,USA,Medium
10342,40,161.36,2,6454.4,24-11-2019,Classic Cars,141,S18_1129,Australia,Medium
10356,43,97.6,8,4196.8,09-12-2019,Classic Cars,141,S18_1129,France,Medium
10365,30,87.06,1,2611.8,07-01-2020,Classic Cars,141,S18_1129,USA,Small
10377,35,168.43,2,5895.05,09-02-2020,Classic Cars,141,S18_1129,Finland,Medium
10390,36,93.77,14,3375.72,04-03-2020,Classic Cars,141,S18_1129,USA,Medium
10406,61,137.29,3,8374.69,15-04-2020,Classic Cars,141,S18_1129,Denmark,Large
10419,38,117.48,5,4464.24,17-05-2020,Classic Cars,141,S18_1129,Austria,Medium
10102,39,123.29,2,4808.31,10-01-2018,Vintage Cars,102,S18_1342,USA,Medium
10125,32,101.71,1,3254.72,21-05-2018,Vintage Cars,102,S18_1342,Australia,Medium
10139,31,102.74,7,3184.94,16-07-2018,Vintage Cars,102,S18_1342,Australia,Medium
10149,50,118.15,4,5907.5,12-09-2018,Vintage Cars,102,S18_1342,USA,Medium
10173,43,117.12,6,5036.16,05-11-2018,Vintage Cars,102,S18_1342,Italy,Medium
10182,25,87.33,3,2183.25,12-11-2018,Vintage Cars,102,S18_1342,USA,Small
10193,28,110.96,7,3106.88,21-11-2018,Vintage Cars,102,S18_1342,Australia,Medium
10205,36,103.77,2,3735.72,03-12-2018,Vintage Cars,102,S18_1342,Spain,Medium
10215,27,89.38,10,2413.26,29-01-2019,Vintage Cars,102,S18_1342,USA,Small
10227,25,118.15,3,2953.75,02-03-2019,Vintage Cars,102,S18_1342,France,Small
10244,40,117.12,7,4684.8,29-04-2019,Vintage Cars,102,S18_1342,Spain,Medium
10256,34,95.55,2,3248.7,08-06-2019,Vintage Cars,102,S18_1342,Denmark,Medium
10280,50,104.79,9,5239.5,17-08-2019,Vintage Cars,102,S18_1342,Italy,Medium
10289,38,120.21,2,4567.98,03-09-2019,Vintage Cars,102,S18_1342,Norway,Medium
10304,37,95.55,13,3535.35,11-10-2019,Vintage Cars,102,S18_1342,France,Medium
10312,43,89.38,10,3843.34,21-10-2019,Vintage Cars,102,S18_1342,USA,Medium
10322,43,86.3,14,3710.9,04-11-2019,Vintage Cars,102,S18_1342,USA,Medium
10332,46,95.13,15,4375.98,17-11-2019,Vintage Cars,102,S18_1342,UK,Medium
10346,42,36.11,3,1516.62,29-11-2019,Vintage Cars,102,S18_1342,USA,Small
10356,50,50.18,9,2509,09-12-2019,Vintage Cars,102,S18_1342,France,Small
10369,44,210.01,8,9240.44,20-01-2020,Vintage Cars,102,S18_1342,USA,Large
10380,27,93.16,13,2515.32,16-02-2020,Vintage Cars,102,S18_1342,Spain,Small
10391,35,158.54,2,5548.9,09-03-2020,Vintage Cars,102,S18_1342,Australia,Medium
10422,51,95.55,2,4873.05,30-05-2020,Vintage Cars,102,S18_1342,USA,Medium
10102,41,50.14,1,2055.74,10-01-2018,Vintage Cars,53,S18_1367,USA,Small
10126,42,54.99,17,2309.58,28-05-2018,Vintage Cars,53,S18_1367,Spain,Small
10139,49,43.13,6,2113.37,16-07-2018,Vintage Cars,53,S18_1367,Australia,Small
10149,30,58.22,3,1746.6,12-09-2018,Vintage Cars,53,S18_1367,USA,Small
10173,48,44.21,5,2122.08,05-11-2018,Vintage Cars,53,S18_1367,Italy,Small
10182,32,54.45,2,1742.4,12-11-2018,Vintage Cars,53,S18_1367,USA,Small
10193,46,53.37,6,2455.02,21-11-2018,Vintage Cars,53,S18_1367,Australia,Small
10205,48,63.61,1,3053.28,03-12-2018,Vintage Cars,53,S18_1367,Spain,Medium
10215,33,43.13,9,1423.29,29-01-2019,Vintage Cars,53,S18_1367,USA,Small
10227,31,48.52,2,1504.12,02-03-2019,Vintage Cars,53,S18_1367,France,Small
10244,20,58.22,6,1164.4,29-04-2019,Vintage Cars,53,S18_1367,Spain,Small
10256,29,51.75,1,1500.75,08-06-2019,Vintage Cars,53,S18_1367,Denmark,Small
10280,27,57.68,8,1557.36,17-08-2019,Vintage Cars,53,S18_1367,Italy,Small
10289,24,56.07,1,1345.68,03-09-2019,Vintage Cars,53,S18_1367,Norway,Small
10304,37,48.52,12,1795.24,11-10-2019,Vintage Cars,53,S18_1367,France,Small
10312,25,44.21,9,1105.25,21-10-2019,Vintage Cars,53,S18_1367,USA,Small
10322,41,57.68,5,2364.88,04-11-2019,Vintage Cars,53,S18_1367,USA,Small
10332,27,89.89,16,2427.03,17-11-2019,Vintage Cars,53,S18_1367,UK,Small
10347,21,58.95,7,1237.95,29-11-2019,Vintage Cars,53,S18_1367,Australia,Small
10356,22,72.41,6,1593.02,09-12-2019,Vintage Cars,53,S18_1367,France,Small
10369,32,98.63,7,3156.16,20-01-2020,Vintage Cars,53,S18_1367,USA,Medium
10391,42,119,3,4998,09-03-2020,Vintage Cars,53,S18_1367,Australia,Medium
10422,25,51.75,1,1293.75,30-05-2020,Vintage Cars,53,S18_1367,USA,Small
10110,37,146.84,16,5433.08,18-03-2018,Classic Cars,124,S18_1589,UK,Medium
10123,26,118.22,2,3073.72,20-05-2018,Classic Cars,124,S18_1589,France,Medium
10137,44,99.55,2,4380.2,10-07-2018,Classic Cars,124,S18_1589,France,Medium
10148,47,124.44,9,5848.68,11-09-2018,Classic Cars,124,S18_1589,Australia,Medium
10161,43,143.11,8,6153.73,17-10-2018,Classic Cars,124,S18_1589,Denmark,Medium
10172,42,118.22,6,4965.24,05-11-2018,Classic Cars,124,S18_1589,USA,Medium
10181,42,129.42,2,5435.64,12-11-2018,Classic Cars,124,S18_1589,Norway,Medium
10192,29,146.84,7,4258.36,20-11-2018,Classic Cars,124,S18_1589,USA,Medium
10204,40,100.8,13,4032,02-12-2018,Classic Cars,124,S18_1589,USA,Medium
10212,38,118.22,6,4492.36,16-01-2019,Classic Cars,124,S18_1589,Spain,Medium
10226,38,109.51,4,4161.38,26-02-2019,Classic Cars,124,S18_1589,USA,Medium
10241,21,119.46,11,2508.66,13-04-2019,Classic Cars,124,S18_1589,France,Small
10253,24,140.62,1,3374.88,01-06-2019,Classic Cars,124,S18_1589,UK,Medium
10266,36,144.35,2,5196.6,06-07-2019,Classic Cars,124,S18_1589,Italy,Medium
10278,23,113.24,2,2604.52,06-08-2019,Classic Cars,124,S18_1589,USA,Small
10288,20,146.84,14,2936.8,01-09-2019,Classic Cars,124,S18_1589,Singapore,Small
10301,32,107.02,4,3424.64,05-10-2018,Classic Cars,124,S18_1589,Norway,Medium
10311,29,100.8,9,2923.2,16-10-2019,Classic Cars,124,S18_1589,Spain,Small
10321,44,102.04,6,4489.76,04-11-2019,Classic Cars,124,S18_1589,USA,Medium
10331,44,110.21,14,4849.24,17-11-2019,Classic Cars,124,S18_1589,USA,Medium
10343,36,162.47,4,5848.92,24-11-2019,Classic Cars,124,S18_1589,France,Medium
10367,49,56.3,1,2758.7,12-01-2020,Classic Cars,124,S18_1589,USA,Small
10378,34,42.64,5,1449.76,10-02-2020,Classic Cars,124,S18_1589,Spain,Small
10407,59,119.46,11,7048.14,22-04-2020,Classic Cars,124,S18_1589,USA,Large
10419,37,140.62,1,5202.94,17-05-2020,Classic Cars,124,S18_1589,Austria,Medium
10106,36,146.65,12,5279.4,17-02-2018,Planes,157,S18_1662,Italy,Medium
10119,43,160.84,3,6916.12,28-04-2018,Planes,157,S18_1662,Austria,Medium
10131,21,132.46,4,2781.66,16-06-2018,Planes,157,S18_1662,USA,Small
10143,32,164,7,5248,10-08-2018,Planes,157,S18_1662,USA,Medium
10155,38,171.88,5,6531.44,06-10-2018,Planes,157,S18_1662,Finland,Medium
10167,43,134.04,1,5763.72,23-10-2018,Planes,157,S18_1662,Sweden,Medium
10178,42,154.54,4,6490.68,08-11-2018,Planes,157,S18_1662,France,Medium
10186,32,187.65,1,6004.8,14-11-2018,Planes,157,S18_1662,UK,Medium
10198,42,178.19,4,7483.98,27-11-2018,Planes,157,S18_1662,Philippines,Large
10210,31,184.5,17,5719.5,12-01-2019,Planes,157,S18_1662,Japan,Medium
10222,49,141.92,4,6954.08,19-02-2019,Planes,157,S18_1662,USA,Medium
10250,45,181.34,14,8160.3,11-05-2019,Planes,157,S18_1662,USA,Large
10262,49,134.04,9,6567.96,24-06-2019,Planes,157,S18_1662,Spain,Medium
10274,41,164,1,6724,21-07-2019,Planes,157,S18_1662,USA,Medium
10284,45,127.73,11,5747.85,21-08-2019,Planes,157,S18_1662,Norway,Medium
10296,36,157.69,7,5676.84,15-09-2019,Planes,157,S18_1662,Germany,Medium
10307,39,189.23,1,7379.97,14-10-2019,Planes,157,S18_1662,USA,Large
10316,27,137.19,9,3704.13,01-11-2019,Planes,157,S18_1662,UK,Medium
10327,25,112.19,6,2804.75,10-11-2019,Planes,157,S18_1662,Denmark,Small
10338,41,137.19,1,5624.79,22-11-2019,Planes,157,S18_1662,Belgium,Medium
10351,39,99.52,1,3881.28,03-12-2019,Planes,157,S18_1662,UK,Medium
10373,28,57.55,4,1611.4,31-01-2020,Planes,157,S18_1662,Finland,Small
10386,25,54.57,7,1364.25,01-03-2020,Planes,157,S18_1662,Spain,Small
10398,33,127.73,11,4215.09,30-03-2020,Planes,157,S18_1662,France,Medium
10400,34,189.23,1,6433.82,01-04-2020,Planes,157,S18_1662,USA,Medium
10416,24,181.34,14,4352.16,10-05-2020,Planes,157,S18_1662,Italy,Medium
10100,30,171.7,3,5151,06-01-2018,Vintage Cars,170,S18_1749,USA,Medium
10110,42,144.5,7,6069,18-03-2018,Vintage Cars,170,S18_1749,UK,Medium
10124,21,136,6,2856,21-05-2018,Vintage Cars,170,S18_1749,USA,Small
10149,34,158.1,11,5375.4,12-09-2018,Vintage Cars,170,S18_1749,USA,Medium
10173,24,146.2,13,3508.8,05-11-2018,Vintage Cars,170,S18_1749,Italy,Medium
10182,44,171.7,10,7554.8,12-11-2018,Vintage Cars,170,S18_1749,USA,Large
10193,21,149.6,14,3141.6,21-11-2018,Vintage Cars,170,S18_1749,Australia,Medium
10204,33,178.5,4,5890.5,02-12-2018,Vintage Cars,170,S18_1749,USA,Medium
10214,30,198.9,7,5967,26-01-2019,Vintage Cars,170,S18_1749,Spain,Medium
10227,26,142.8,10,3712.8,02-03-2019,Vintage Cars,170,S18_1749,France,Medium
10241,41,185.3,2,7597.3,13-04-2019,Vintage Cars,170,S18_1749,France,Large
10280,26,141.1,16,3668.6,17-08-2019,Vintage Cars,170,S18_1749,Italy,Medium
10288,32,183.6,5,5875.2,01-09-2019,Vintage Cars,170,S18_1749,Singapore,Medium
10302,43,170,1,7310,06-10-2018,Vintage Cars,170,S18_1749,UK,Large
10312,48,168.3,17,8078.4,21-10-2019,Vintage Cars,170,S18_1749,USA,Large
10331,44,74.04,7,3257.76,17-11-2019,Vintage Cars,170,S18_1749,USA,Medium
10344,45,170,1,7650,25-11-2019,Vintage Cars,170,S18_1749,France,Large
10367,37,127.13,3,4703.81,12-01-2020,Vintage Cars,170,S18_1749,USA,Medium
10379,39,138.45,2,5399.55,10-02-2020,Vintage Cars,170,S18_1749,Spain,Medium
10407,76,185.3,2,14082.8,22-04-2020,Vintage Cars,170,S18_1749,USA,Large
10420,37,142.8,5,5283.6,29-05-2020,Vintage Cars,170,S18_1749,Australia,Medium
10108,38,82.39,2,3130.82,03-03-2018,Classic Cars,77,S18_1889,Philippines,Medium
10122,43,72.38,6,3112.34,08-05-2018,Classic Cars,77,S18_1889,France,Medium
10135,48,79.31,3,3806.88,02-07-2018,Classic Cars,77,S18_1889,USA,Medium
10147,26,82.39,3,2142.14,05-09-2018,Classic Cars,77,S18_1889,USA,Small
10170,20,63.14,2,1262.8,04-11-2018,Classic Cars,77,S18_1889,Austria,Small
10181,22,73.92,10,1626.24,12-11-2018,Classic Cars,77,S18_1889,Norway,Small
10192,45,90.86,15,4088.7,20-11-2018,Classic Cars,77,S18_1889,USA,Medium
10203,45,85.47,4,3846.15,02-12-2018,Classic Cars,77,S18_1889,Spain,Medium
10212,20,66.99,14,1339.8,16-01-2019,Classic Cars,77,S18_1889,Spain,Small
10225,47,64.68,5,3039.96,22-02-2019,Classic Cars,77,S18_1889,Switzerland,Medium
10239,46,73.92,4,3400.32,12-04-2019,Classic Cars,77,S18_1889,Finland,Medium
10253,23,83.93,9,1930.39,01-06-2019,Classic Cars,77,S18_1889,UK,Small
10266,33,74.69,10,2464.77,06-07-2019,Classic Cars,77,S18_1889,Italy,Small
10278,29,90.86,10,2634.94,06-08-2019,Classic Cars,77,S18_1889,USA,Small
10287,44,82.39,8,3625.16,30-08-2019,Classic Cars,77,S18_1889,Switzerland,Medium
10300,41,92.4,1,3788.4,04-10-2018,Classic Cars,77,S18_1889,Germany,Medium
10310,20,91.63,6,1832.6,16-10-2019,Classic Cars,77,S18_1889,Germany,Small
